5,16,7,1,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
5,170,8,1,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,233,9,1,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
5,162,10,1,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
6,63,1,1,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
6,234,2,1,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
6,101,4,1,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
6,118,3,1,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
6,201,5,1,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
6,67,6,1,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,16,7,1,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
6,170,8,1,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,233,9,1,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
6,162,10,1,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
7,63,1,1,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
7,234,2,1,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
7,101,4,1,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
7,118,3,1,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
7,201,5,1,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
7,67,6,1,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,16,7,1,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
7,243,8,1,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
7,233,9,1,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
7,162,10,1,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
9,123,1,1,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,29,2,1,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,101,4,1,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
9,118,3,1,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
9,157,5,1,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,67,6,1,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,16,7,1,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
9,170,8,1,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,233,9,1,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
9,162,10,1,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
8,123,1,1,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,234,2,1,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
8,101,4,1,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
8,165,3,1,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,201,5,1,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
8,67,6,1,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,16,7,1,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
8,243,8,1,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
8,233,9,1,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
8,162,10,1,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
1,161,11,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
1,208,12,2,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,175,13,2,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
1,40,14,2,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
1,188,15,2,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
1,212,16,2,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,112,17,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
1,16,18,2,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
1,248,19,2,10,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,201,20,2,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,161,11,2,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
2,116,12,2,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
2,175,13,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
2,40,14,2,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
2,156,15,2,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,29,16,2,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
2,215,17,2,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,16,18,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
2,248,19,2,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,233,20,2,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
3,161,11,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
3,116,12,2,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
3,175,13,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
3,40,14,2,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
3,156,15,2,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,212,16,2,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,112,17,2,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
3,16,18,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
3,248,19,2,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,233,20,2,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
4,161,11,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
4,208,12,2,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,175,13,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
4,40,14,2,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
4,156,15,2,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,212,16,2,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,215,17,2,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,16,18,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
4,248,19,2,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,233,20,2,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
5,161,11,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
5,116,12,2,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
5,175,13,2,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
5,40,14,2,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
5,188,15,2,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
5,212,16,2,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,112,17,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
5,16,18,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
5,248,19,2,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,201,20,2,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,161,11,2,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
6,116,12,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
6,175,13,2,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
6,40,14,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
6,188,15,2,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
6,212,16,2,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,112,17,2,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
6,16,18,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
6,248,19,2,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,233,20,2,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
7,161,11,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
7,116,12,2,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
7,175,13,2,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
7,40,14,2,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
7,156,15,2,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,212,16,2,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,112,17,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
7,16,18,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
7,248,19,2,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,201,20,2,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,161,11,2,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
9,208,12,2,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,175,13,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
9,40,14,2,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
9,188,15,2,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
9,29,16,2,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
9,215,17,2,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,16,18,2,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
9,248,19,2,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,233,20,2,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
8,161,11,2,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
8,208,12,2,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,175,13,2,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
8,40,14,2,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
8,188,15,2,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
8,29,16,2,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
8,112,17,2,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
8,16,18,2,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
8,248,19,2,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,201,20,2,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,147,21,3,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,127,22,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,138,23,3,10,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,229,24,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
1,233,25,3,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,92,26,3,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
1,248,27,3,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
1,175,28,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,243,29,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
1,220,30,3,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,147,21,3,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,127,22,3,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,255,23,3,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
2,229,24,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
2,233,25,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,93,26,3,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
2,175,28,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,243,29,3,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
2,220,30,3,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,147,21,3,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,127,22,3,10,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,138,23,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,229,24,3,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
3,233,25,3,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,92,26,3,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
3,248,27,3,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
3,175,28,3,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,243,29,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
3,10,30,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
4,147,21,3,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,127,22,3,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,138,23,3,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,201,24,3,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,233,25,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,92,26,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
4,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
4,175,28,3,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,243,29,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
4,220,30,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,147,21,3,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,127,22,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,138,23,3,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,229,24,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
5,233,25,3,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,92,26,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
5,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
5,175,28,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,243,29,3,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
5,220,30,3,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,247,21,3,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
6,127,22,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,138,23,3,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,229,24,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
6,233,25,3,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,92,26,3,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
6,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
6,175,28,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,243,29,3,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
6,220,30,3,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,147,21,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,127,22,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,138,23,3,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,229,24,3,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
7,233,25,3,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,92,26,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
7,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
7,175,28,3,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,243,29,3,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
7,220,30,3,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,247,21,3,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
9,98,22,3,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
9,255,23,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
9,229,24,3,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
9,233,25,3,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,92,26,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
9,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
9,175,28,3,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,67,29,3,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,220,30,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,147,21,3,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,98,22,3,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
8,255,23,3,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
8,229,24,3,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
8,233,25,3,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,92,26,3,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
8,248,27,3,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
8,210,28,3,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
8,243,29,3,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
8,10,30,3,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
1,234,31,4,6,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,257,32,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
1,124,33,4,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
1,16,34,4,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
1,248,35,4,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
1,147,36,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,210,37,4,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,142,38,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
1,163,39,4,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,73,40,4,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
2,234,31,4,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,257,32,4,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
2,157,33,4,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,16,34,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
2,248,35,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
2,7,36,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
2,210,37,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,143,38,4,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
2,215,39,4,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
2,73,40,4,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
3,233,31,4,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
3,123,32,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,124,33,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
3,16,34,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
3,248,35,4,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
3,147,36,4,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,210,37,4,10,0,2024-04-23 03:31:17,2024-04-23 03:31:17
3,142,38,4,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
3,215,39,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
3,73,40,4,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
4,234,31,4,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,123,32,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,157,33,4,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,216,34,4,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,248,35,4,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
4,147,36,4,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,210,37,4,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
4,142,38,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
4,215,39,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
4,73,40,4,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
5,234,31,4,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,257,32,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
5,124,33,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
5,216,34,4,1,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,248,35,4,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
5,147,36,4,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,210,37,4,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
5,142,38,4,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
5,215,39,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
5,73,40,4,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
6,234,31,4,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,257,32,4,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
6,124,33,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
6,16,34,4,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
6,248,35,4,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
6,7,36,4,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
6,210,37,4,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
6,142,38,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
6,215,39,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
6,73,40,4,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
7,234,31,4,5,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,257,32,4,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
7,124,33,4,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
7,16,34,4,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
7,248,35,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
7,147,36,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,210,37,4,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
7,142,38,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
7,215,39,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
7,73,40,4,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
9,234,31,4,10,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,257,32,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
9,157,33,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,16,34,4,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
9,29,35,4,8,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,147,36,4,3,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,210,37,4,4,0,2024-04-23 03:31:17,2024-04-23 03:31:17
9,142,38,4,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
9,215,39,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
9,73,40,4,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
8,234,31,4,10,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,257,32,4,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
8,124,33,4,1,1,2024-04-23 03:31:17,2024-04-23 03:31:17
8,16,34,4,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
8,248,35,4,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
8,147,36,4,2,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,210,37,4,9,0,2024-04-23 03:31:17,2024-04-23 03:31:17
8,142,38,4,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
8,215,39,4,7,7,2024-04-23 03:31:17,2024-04-23 03:31:17
8,73,40,4,6,6,2024-04-23 03:31:17,2024-04-23 03:31:17
1,168,41,5,4,4,2024-04-23 03:31:17,2024-04-23 03:31:17
1,29,42,5,7,0,2024-04-23 03:31:17,2024-04-23 03:31:17
1,40,43,5,10,10,2024-04-23 03:31:17,2024-04-23 03:31:17
1,159,44,5,5,5,2024-04-23 03:31:17,2024-04-23 03:31:17
1,248,45,5,8,8,2024-04-23 03:31:17,2024-04-23 03:31:17
1,19,46,5,2,2,2024-04-23 03:31:17,2024-04-23 03:31:17
1,7,47,5,9,9,2024-04-23 03:31:17,2024-04-23 03:31:17
1,163,48,5,3,3,2024-04-23 03:31:17,2024-04-23 03:31:17
